"PrimaryKey","Annual_Forb","Annual_Forb_Exo","Annual_Forb_Exo_Inv","Annual_Forb_Exo_Inv_Nox","Annual_Graminoid","Annual_Graminoid_Exo","Annual_Graminoid_Exo_Inv","Annual_Graminoid_Exo_Inv_Nox","Annual_Graminoid_Nox","Annual_Sedge","Perennial_Forb","Perennial_Forb_Exo","Perennial_Forb_Exo_Inv","Perennial_Forb_Exo_Inv_Nox","Perennial_Graminoid","Perennial_Graminoid_Exo","Perennial_Graminoid_Exo_Inv","Perennial_Graminoid_Exo_Inv_Nox","Perennial_Shrub","Perennial_SubShrub","Perennial_Succulent","Perennial_Tree","Perennial_Tree_Exo_Inv_Nox","Nox","Inv","Exo","Nat","NatHerb","NatWoody","S","GapLg","TotalFoliar","Count","NatCount","max_height"
"20153553202018B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8910891089109,0,0,0,0,0,7.92079207920792,0,0,0,0,0,18.8118811881188,10.8910891089109,7.92079207920792,38.6138613861386,43.5,21.7821782178218,16,16,18.7207407407407
"20153553202019B1",0,0,0,0,0,0,0,0,0,0,4.95049504950495,0,0,0,31.6831683168317,0,0,0,9.9009900990099,0,0,0,0,0,0,0,46.5346534653465,36.6336633663366,9.9009900990099,35.6435643564356,16.5666666666667,47.5247524752475,17,17,38.5703703703704
"20153553202019B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,4.95049504950495,0,1.98019801980198,0,0,0,0,0,7.92079207920792,0.99009900990099,6.93069306930693,63.3663366336634,58.4666666666667,23.7623762376238,14,14,19.3792592592593
"201549201413B1",0.99009900990099,0,4.95049504950495,0,0,0,6.93069306930693,0,0,0,0,0,0,0,0,0,0,0,9.9009900990099,6.93069306930693,0,5.94059405940594,0,0,11.8811881188119,0,23.7623762376238,0.99009900990099,22.7722772277228,1.98019801980198,34.1666666666667,41.5841584158416,42,39,27.2814814814815
"201549201413B2",4.95049504950495,0,0,0,0,0,16.8316831683168,0,0,0,0,0,0,0,0,0,0,0,3.96039603960396,0,0,1.98019801980198,0,0,16.8316831683168,0,10.8910891089109,4.95049504950495,5.94059405940594,29.7029702970297,26.9,23.7623762376238,22,19,21.7311111111111
"20163513201317B1",0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,2.97029702970297,0,0,0,17.8217821782178,0,0,0,0,0,0,0,21.7821782178218,3.96039603960396,17.8217821782178,55.4455445544554,71.9666666666667,20.7920792079208,7,7,18.1562962962963
"20163513201317B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97029702970297,0,0,0,23.7623762376238,0,0,0,0,0,0,0,26.7326732673267,2.97029702970297,23.7623762376238,59.4059405940594,65.4,25.7425742574257,8,8,28.1281481481481
"20163513201320B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95049504950495,0,0,0,11.8811881188119,3.96039603960396,0,0,0,0,0,0,20.7920792079208,4.95049504950495,15.8415841584158,72.2772277227723,69.9666666666667,21.7821782178218,7,7,17.1214814814815
"20163513201320B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91089108910891,0.99009900990099,0,0,0,0,0,0,9.9009900990099,0,9.9009900990099,70.2970297029703,74.5333333333333,11.8811881188119,7,7,12.3237037037037
"20163513201406B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,8.91089108910891,0,0,0,0,0,0,0,9.9009900990099,0.99009900990099,8.91089108910891,62.3762376237624,84.3333333333333,10.8910891089109,10,10,27.4696296296296
"20163513201505B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0,0,0,0.99009900990099,0,0.99009900990099,41.5841584158416,88.4666666666667,4.95049504950495,3,3,11.7592592592593
"20163513201505B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0,0.99009900990099,0,0,0,0,0,0,1.98019801980198,0.99009900990099,0.99009900990099,80.1980198019802,77.5,3.96039603960396,10,10,13.5466666666667
"20163515200106B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40963855421687,0,0,0,13.2530120481928,2.40963855421687,0,0,0,0,0,0,18.0722891566265,2.40963855421687,15.6626506024096,19.2771084337349,17.8,24.0963855421687,13,13,31.2530434782609
"20163515200106B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,3.96039603960396,0.99009900990099,0,0,0,0,0,0,5.94059405940594,0.99009900990099,4.95049504950495,22.7722772277228,40.3666666666667,15.8415841584158,11,11,25.3059259259259
"20163515200407B1",0,0,0,0,0,0,0,0,0,0,2.1505376344086,0,0,0,21.505376344086,0,0,0,10.752688172043,0,0,1.0752688172043,0,0,0,0,35.4838709677419,23.6559139784946,11.8279569892473,30.1075268817204,7.3,45.1612903225806,16,16,26.924
"20163515200407B2",0,0,0,0,0,0,0,0,0,0,8.91089108910891,0,0,0,12.8712871287129,0,0,0,5.94059405940594,0,0,0,0,0,0,0,27.7227722772277,21.7821782178218,5.94059405940594,41.5841584158416,11.9333333333333,35.6435643564356,9,9,14.2992592592593
"20163515201719B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8811881188119,2.97029702970297,0,0,0,0,0,0,14.8514851485149,0,14.8514851485149,68.3168316831683,61.9666666666667,19.8019801980198,13,13,31.8911111111111
"20163515201719B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7128712871287,0,0,0,0,0,0,0,28.7128712871287,0,28.7128712871287,43.5643564356436,13.2666666666667,45.5445544554455,9,9,36.0303703703704
"20163517201220B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8217821782178,0,0,0,7.92079207920792,0,0,0,0,0,0,0,25.7425742574257,17.8217821782178,7.92079207920792,2.97029702970297,47.9666666666667,31.6831683168317,9,9,42.1451851851852
"20163517201220B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,6.93069306930693,0.99009900990099,0,0,0,0,0,0,9.9009900990099,1.98019801980198,7.92079207920792,22.7722772277228,66.5,11.8811881188119,13,13,17.78
"20163523200205B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0.99009900990099,0,0,0,0,0,0,0,1.98019801980198,0.99009900990099,0.99009900990099,36.6336633663366,93.3666666666667,3.96039603960396,10,10,5.17407407407407
"20163523200205B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96039603960396,0,0,0,0,1.98019801980198,0,0,0,0,0,0,5.94059405940594,3.96039603960396,1.98019801980198,34.6534653465347,81.5333333333333,16.8316831683168,8,8,12.4177777777778
"20163523200217B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96039603960396,0,0,0,0,0,0,0,0,0,0,0,3.96039603960396,3.96039603960396,0,65.3465346534653,78.3,7.92079207920792,6,6,7.52592592592593
"20163523200217B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8415841584158,0,0,0,0,0,0,0,0,0,0,0,15.8415841584158,15.8415841584158,0,19.8019801980198,71.9333333333333,20.7920792079208,5,5,20.4140740740741
"20163525200104B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92079207920792,0,0,0,14.8514851485149,0,0,0,0,0,0,0,22.7722772277228,7.92079207920792,14.8514851485149,38.6138613861386,37.8333333333333,35.6435643564356,13,13,48.9185185185185
"20163525200104B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95049504950495,0,0,0,1.98019801980198,12.8712871287129,0,0,0,0,0,0,19.8019801980198,4.95049504950495,14.8514851485149,42.5742574257426,17.5,36.6336633663366,15,15,29.7274074074074
"20163525201706B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,12.8712871287129,0,0,0,0,0,0,0,13.8613861386139,0.99009900990099,12.8712871287129,79.2079207920792,80.7666666666667,16.8316831683168,13,13,20.7903703703704
"20163525201706B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,7.92079207920792,0,0,0,0,0,0,0,9.9009900990099,1.98019801980198,7.92079207920792,37.6237623762376,36,27.7227722772277,15,15,16.557037037037
"20163529200302B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8415841584158,0,0,0,16.8316831683168,0,0,0,0,0,0,0,32.6732673267327,15.8415841584158,16.8316831683168,45.5445544554455,48.5333333333333,32.6732673267327,16,16,45.72
"20163529200302B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92079207920792,0,0,0,12.8712871287129,0,0,0,0,0,0,0,20.7920792079208,7.92079207920792,12.8712871287129,42.5742574257426,62.7666666666667,24.7524752475248,13,13,50.5177777777778
"20163529200311B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,5.94059405940594,0,0,0,0,0,0,0,6.93069306930693,0.99009900990099,5.94059405940594,78.2178217821782,86.6333333333333,5.94059405940594,6,6,26.717037037037
"20163529200311B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94059405940594,0,0,0,0,0,0,0,5.94059405940594,0,5.94059405940594,80.1980198019802,76.0333333333333,5.94059405940594,5,5,22.1074074074074
"20163529201413B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,8.91089108910891,0.99009900990099,0,0,0,0,0,0,10.8910891089109,0.99009900990099,9.9009900990099,76.2376237623762,79.6666666666667,19.8019801980198,10,10,61.4303703703704
"20163529201413B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,3.96039603960396,0,0,0,0,0,0,0,5.94059405940594,1.98019801980198,3.96039603960396,69.3069306930693,85.1666666666667,13.8613861386139,9,9,36.5007407407407
"20163535201006B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6732673267327,0,0,0,0,0,1.98019801980198,0,0,0,0,0,34.6534653465347,32.6732673267327,1.98019801980198,30.6930693069307,12.0333333333333,32.6732673267327,9,9,24.3651851851852
"20163535201006B2",0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,26.7326732673267,0,0,0,0,10.8910891089109,0,0,0,0,0,0,38.6138613861386,27.7227722772277,10.8910891089109,30.6930693069307,17.8666666666667,35.6435643564356,10,10,20.6022222222222
"20163535201019B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,4.95049504950495,0.99009900990099,0,0.99009900990099,0,0,0,0,8.91089108910891,1.98019801980198,6.93069306930693,13.8613861386139,69.8666666666667,11.8811881188119,16,16,34.1488888888889
"20163535201019B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,4.95049504950495,0,0,0,0,0,0,0,5.94059405940594,0.99009900990099,4.95049504950495,22.7722772277228,66.0333333333333,11.8811881188119,17,17,36.4066666666667
"20163535201108B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7326732673267,0,0,0,9.9009900990099,0,0,0,0,0,0,0,36.6336633663366,26.7326732673267,9.9009900990099,45.5445544554455,22.9333333333333,31.6831683168317,10,9,38.2881481481481
"20163535201108B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9009900990099,0,0,0,0,0,0,0,0,0,0,0,9.9009900990099,9.9009900990099,0,40.5940594059406,45,16.8316831683168,10,9,23.8948148148148
"20163551200518B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91089108910891,0,0,0,30.6930693069307,0,0,3.96039603960396,0,0,0,0,43.5643564356436,8.91089108910891,34.6534653465347,4.95049504950495,56.1,41.5841584158416,12,12,53.8103703703704
"20163551200518B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0,0,0,0,0.99009900990099,0,0.99009900990099,1.98019801980198,80.2666666666667,9.9009900990099,7,7,11.0066666666667
"20163551201503B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7029702970297,0,0,0,20.7920792079208,0,0,0,0,0,0,0,50.4950495049505,29.7029702970297,20.7920792079208,1.98019801980198,29.7,47.5247524752475,12,12,40.8281481481482
"20163551201503B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8613861386139,0,0,0,15.8415841584158,0,0,0,0,0,0,0,29.7029702970297,13.8613861386139,15.8415841584158,13.8613861386139,56.3666666666667,28.7128712871287,8,8,28.4103703703704
"20163551201601B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8217821782178,0,0,0,7.92079207920792,0,0,0,0,0,0,0,25.7425742574257,17.8217821782178,7.92079207920792,18.8118811881188,48.5333333333333,24.7524752475248,11,11,13.2644444444444
"20163551201601B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8415841584158,0,0,0,19.8019801980198,0,0,0,0,0,0,0,35.6435643564356,15.8415841584158,19.8019801980198,59.4059405940594,58.8,28.7128712871287,8,8,47.7896296296296
"20163551201612B1",0,0,0,0,0,0,0,0,0,0,10.8910891089109,0,0,0,39.6039603960396,0,0,0,16.8316831683168,0,0,0,0,0,0,0,67.3267326732673,50.4950495049505,16.8316831683168,8.91089108910891,10.2666666666667,57.4257425742574,9,9,48.26
"20163551201612B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5742574257426,0,0,0,6.93069306930693,0,0,0,0,0,0,0,49.5049504950495,42.5742574257426,6.93069306930693,39.6039603960396,32.3333333333334,43.5643564356436,9,9,30.2918518518519
"2016355200410B1",2.97029702970297,0,0,0,0,0,0,0,0,0,3.96039603960396,0,0,0,22.7722772277228,0,0,0,6.93069306930693,0.99009900990099,0,0,0,0,0,0,37.6237623762376,29.7029702970297,7.92079207920792,36.6336633663366,7.90000000000001,42.5742574257426,17,17,23.1422222222222
"2016355200410B2",8.91089108910891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,0,0,0,10.8910891089109,8.91089108910891,1.98019801980198,39.6039603960396,12.7333333333333,29.7029702970297,14,14,13.1703703703704
"2016355200920B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7029702970297,5.94059405940594,0,0,0,0,5.94059405940594,0,0,0,0,5.94059405940594,35.6435643564356,29.7029702970297,5.94059405940594,5.94059405940594,4.40000000000001,56.4356435643564,17,16,18.6266666666667
"2016355200920B2",0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,30.6930693069307,0,0,0,0,0.99009900990099,0.99009900990099,0,0,0,0,0,33.6633663366337,31.6831683168317,1.98019801980198,9.9009900990099,1.6,47.5247524752475,27,26,19.1911111111111
"2016355201811B2",0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,5.94059405940594,0,0,0,0,0.99009900990099,0,0,0,0,0,1.98019801980198,6.93069306930693,5.94059405940594,0.99009900990099,69.3069306930693,24.4333333333333,17.8217821782178,8,8,12.2296296296296
"20163553200517B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95049504950495,0,0,0,0.99009900990099,0,0,0,0,0,0,0,5.94059405940594,4.95049504950495,0.99009900990099,21.7821782178218,75.5666666666666,11.8811881188119,14,14,8.93703703703704
"20163553200517B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91089108910891,0,0,0,0.99009900990099,0,0,0,0,0,0,0,9.9009900990099,8.91089108910891,0.99009900990099,9.9009900990099,82.4333333333333,11.8811881188119,8,8,5.64444444444444
"20163553202009B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8613861386139,0,0,0,0,0,0,0,0,0,0,0,13.8613861386139,13.8613861386139,0,45.5445544554455,48.8666666666667,17.8217821782178,14,14,18.5325925925926
"20163553202009B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8811881188119,0,0,0,0,1.98019801980198,0,0,0,0,0,0,13.8613861386139,11.8811881188119,1.98019801980198,56.4356435643564,57.4333333333333,16.8316831683168,12,12,25.3059259259259
"20163553202015B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,17.8217821782178,0,0,0,0,0,0,0,19.8019801980198,1.98019801980198,17.8217821782178,49.5049504950495,51.6333333333333,22.7722772277228,10,10,33.8666666666667
"20163553202015B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0.99009900990099,0,0.99009900990099,1.98019801980198,0,0,0,0,4.95049504950495,0.99009900990099,3.96039603960396,53.4653465346535,87.6666666666667,4.95049504950495,8,8,9.31333333333333
"20173513201314B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,8.91089108910891,0,0,0,0,0,0,10.8910891089109,0,10.8910891089109,86.1386138613861,86.1333333333333,9.9009900990099,5,5,14.017037037037
"20173513201314B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95049504950495,0,0,0,0,0,0,0,4.95049504950495,0,4.95049504950495,83.1683168316832,82.9333333333333,6.93069306930693,4,4,23.6125925925926
"20173513201319B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96039603960396,0,0,0,0,0,0,0,3.96039603960396,0,3.96039603960396,45.5445544554455,73.1,8.91089108910891,7,7,43.4622222222222
"20173513201319B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97029702970297,0,0,0,0,0,0,0,2.97029702970297,0,2.97029702970297,84.1584158415842,75.8666666666667,14.8514851485149,3,3,38.3822222222222
"20173513201502B1",0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,1.98019801980198,0,44.5544554455446,94.3333333333333,10.8910891089109,7,7,26.2466666666667
"20173513201502B2",0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,0,0,0,0,2.97029702970297,0,0,0,0,0,0,0,4.95049504950495,1.98019801980198,2.97029702970297,2.97029702970297,73,18.8118811881188,7,7,20.7903703703704
"20173513201519B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93069306930693,0,0,0,0,0,0,0,0,0,0,0,6.93069306930693,6.93069306930693,0,34.6534653465347,86.8666666666667,12.8712871287129,15,15,12.9822222222222
"20173513201519B2",0.99009900990099,0,0.99009900990099,0,0,0,0,0,0,0,0,0,0,0,8.91089108910891,0,0,0,0,0,0,0,0,0,0.99009900990099,0,9.9009900990099,9.9009900990099,0,24.7524752475248,79.8,20.7920792079208,16,15,16.557037037037
"20173515200119B1",0,0,0,0,1.98019801980198,0,0,0,0,0,0,1.98019801980198,0,0,15.8415841584158,0,0,0,19.8019801980198,0,2.97029702970297,0,0,0,0,1.98019801980198,40.5940594059406,17.8217821782178,22.7722772277228,35.6435643564356,21.6,39.6039603960396,20,18,45.3437037037037
"20173515200119B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8811881188119,0,0,0,29.7029702970297,0,0.99009900990099,0,0,0,0,0,42.5742574257426,11.8811881188119,30.6930693069307,33.6633663366337,12.4,40.5940594059406,15,13,46.3785185185185
"20173515200417B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7722772277228,0,0,0,5.94059405940594,0,0,0,0,0,0,0,28.7128712871287,22.7722772277228,5.94059405940594,48.5148514851485,17.2333333333333,29.7029702970297,10,10,39.7933333333333
"20173515200417B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8514851485149,0,0.99009900990099,0,2.97029702970297,0,0,0,0,0,0.99009900990099,0,17.8217821782178,14.8514851485149,2.97029702970297,10.8910891089109,26.4,24.7524752475248,8,7,28.2222222222222
"20173515200911B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5742574257426,0,0,0,8.91089108910891,0.99009900990099,0,0,0,0,0,0,52.4752475247525,42.5742574257426,9.9009900990099,16.8316831683168,3.03333333333333,46.5346534653465,16,16,25.1177777777778
"20173515200911B2",0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,32.6732673267327,0,0,0,0,0,0,0,0,0,0,0,33.6633663366337,33.6633663366337,0,15.8415841584158,0,46.5346534653465,16,16,28.0340740740741
"20173515201704B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,2.97029702970297,0,0,0,0,0,0,0,4.95049504950495,1.98019801980198,2.97029702970297,41.5841584158416,60.5333333333334,18.8118811881188,13,13,26.9051851851852
"20173515201704B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96039603960396,0,0,0,7.92079207920792,0,0.99009900990099,0,0,0,0,0,12.8712871287129,3.96039603960396,8.91089108910891,50.4950495049505,59.6,16.8316831683168,9,8,28.1281481481481
"20173523200210B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,9.9009900990099,0,0,0,0,0,0,0,10.8910891089109,0.99009900990099,9.9009900990099,74.2574257425743,76.8,12.8712871287129,7,7,27.2814814814815
"20173523200210B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92079207920792,3.96039603960396,0,0,0,0,0,0,11.8811881188119,0,11.8811881188119,64.3564356435644,78.6666666666667,12.8712871287129,11,11,22.86
"20173523201208B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9009900990099,0.99009900990099,0,0,0,0,0,0,10.8910891089109,0,10.8910891089109,33.6633663366337,67.0666666666667,16.8316831683168,9,9,28.2222222222222
"20173523201208B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96039603960396,0,0,0,1.98019801980198,2.97029702970297,0,0,0,0,0,0,8.91089108910891,3.96039603960396,4.95049504950495,22.7722772277228,59.3666666666667,9.9009900990099,8,8,12.1355555555556
"20173529200317B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9009900990099,0,0,0,0.99009900990099,5.94059405940594,0,0,0,0,0,0,16.8316831683168,9.9009900990099,6.93069306930693,47.5247524752475,96.4333333333333,17.8217821782178,15,14,19.1911111111111
"20173529200317B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91089108910891,0,0,0,1.98019801980198,1.98019801980198,1.98019801980198,0,0,0,0,0,14.8514851485149,8.91089108910891,5.94059405940594,33.6633663366337,92.4666666666667,17.8217821782178,12,12,18.8148148148148
"20173535201002B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,27.7227722772277,0,0,0,0,0,0,0,29.7029702970297,1.98019801980198,27.7227722772277,45.5445544554455,51.1666666666667,28.7128712871287,10,10,61.3362962962963
"20173535201002B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63157894736842,0,0,0,13.1578947368421,0,0,0,0,0,0,0,15.7894736842105,2.63157894736842,13.1578947368421,15.7894736842105,48.3666666666667,19.7368421052632,16,16,23.1019047619048
"20173535201107B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7920792079208,0,0,0,2.97029702970297,0,0,0,0,0,0,0,23.7623762376238,20.7920792079208,2.97029702970297,54.4554455445545,57.4,22.7722772277228,7,7,20.0377777777778
"20173535201107B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8316831683168,0,0,0,0.99009900990099,0,0,0,0,0,0,0,17.8217821782178,16.8316831683168,0.99009900990099,34.6534653465347,57.4,17.8217821782178,6,6,19.5674074074074
"20173551200520B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94059405940594,0,0,0,0,0,0,0,0,0,0,0,5.94059405940594,5.94059405940594,0,40.5940594059406,66.5,15.8415841584158,15,15,10.6303703703704
"20173551200520B3",0,0,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,13.8613861386139,0,0,0,0.99009900990099,0,0,0,0,0,0,0,15.8415841584158,14.8514851485149,0.99009900990099,33.6633663366337,58.1,21.7821782178218,17,17,17.5918518518519
"20173551201606B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8316831683168,0,0,0,0.99009900990099,0.99009900990099,0,0,0,0,0,0,18.8118811881188,16.8316831683168,1.98019801980198,25.7425742574257,40.9666666666667,25.7425742574257,18,18,26.5288888888889
"20173551201606B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8712871287129,0,0,0,2.97029702970297,4.95049504950495,0.99009900990099,0,0,0,0,0,21.7821782178218,12.8712871287129,8.91089108910891,54.4554455445545,72.2333333333333,20.7920792079208,16,16,25.4
"20173553200508B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95049504950495,0,0,0,8.91089108910891,0,0,0,0,0,0,0,13.8613861386139,4.95049504950495,8.91089108910891,22.7722772277228,47.3666666666667,21.7821782178218,13,13,30.7622222222222
"20173553200508B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8217821782178,0,0,0,2.97029702970297,0,0,0,0,0,0,0,20.7920792079208,17.8217821782178,2.97029702970297,1.98019801980198,51.6333333333333,22.7722772277228,13,13,13.1703703703704
"20183513201401B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94059405940594,8.91089108910891,0,0,0,0,0,0,14.8514851485149,0,14.8514851485149,25.7425742574257,74.1,16.8316831683168,8,8,21.9192592592593
"20183513201401B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97029702970297,0,0,0,0,0,0,2.97029702970297,0,2.97029702970297,42.5742574257426,94.3,2.97029702970297,9,9,2.54
"20183513201418B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94059405940594,3.96039603960396,0,0,0,0,0,0,9.9009900990099,0,9.9009900990099,66.3366336633663,85.3666666666667,8.91089108910891,2,2,9.12518518518519
"20183513201418B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94059405940594,0.99009900990099,0,0,0,0,0,0,6.93069306930693,0,6.93069306930693,57.4257425742574,87.8666666666667,6.93069306930693,4,4,15.3340740740741
"20183515200112B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9009900990099,0.99009900990099,0,0,0,0,0,0,10.8910891089109,0,10.8910891089109,49.5049504950495,65.7,25.7425742574257,6,6,42.8037037037037
"20183515200112B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97029702970297,4.95049504950495,0,0,0,0,0,0,7.92079207920792,0,7.92079207920792,63.3663366336634,79.0666666666666,10.8910891089109,4,4,18.6266666666667
"20183515200115B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93069306930693,0,0,0,4.95049504950495,11.8811881188119,0,0,0,0,0,0,23.7623762376238,6.93069306930693,16.8316831683168,39.6039603960396,56.2333333333333,23.7623762376238,7,7,33.4903703703704
"20183515200115B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8811881188119,0,0,0,10.8910891089109,0.99009900990099,0,0,0,0,0,0,23.7623762376238,11.8811881188119,11.8811881188119,36.6336633663366,51.5,24.7524752475248,5,5,33.7725925925926
"20183515200909B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8415841584158,0,0,0,1.98019801980198,0.99009900990099,0,10.8910891089109,0,0,0,0,29.7029702970297,15.8415841584158,13.8613861386139,3.96039603960396,31.9666666666667,37.6237623762376,17,17,48.7303703703704
"20183515200909B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8811881188119,0,0,0,3.96039603960396,0,0.99009900990099,3.96039603960396,0,0,0,0,20.7920792079208,11.8811881188119,8.91089108910891,8.91089108910891,25.9666666666667,39.6039603960396,16,16,48.4481481481481
"20183515200912B1",0,0,0,0,0,0,0,0,0,0,2.97029702970297,0,0,0,66.3366336633663,0,0,0,1.98019801980198,0,0,0,0,0,0,0,71.2871287128713,69.3069306930693,1.98019801980198,19.8019801980198,13.6666666666667,68.3168316831683,14,14,36.3125925925926
